"cargo","ciudad","link","empresa","fpublicacion"
"Asistente de Bodega - Comuna Macul en R.Metropolitana - Cultiva Strategic Partners","Santiago - Macul","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-bodega-comuna-macul-en-santiago-macul-8EB8C29550D676A3","Cultiva Strategic Partners","Ayer, 09:26 am (actualizada)"
"Asistente Contable - Huechuraba en R.Metropolitana - Cruz Verde","Santiago - Huechuraba","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-contable-huechuraba-en-santiago-huechuraba-56D4C7981B4C084B","Cruz Verde","Ayer, 09:33 am (actualizada)"
"Técnico contable  - Con conocimiento de Comercio exterior excluyente en R.Metropolitana - Pattern Soluciones Integrales en RRHH","Santiago - Cerrillos","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-contable--con-conocimiento-de-comercio-exterior-excluyente-en-santiago-cerrillos-E67EAB04EA3E1229","Pattern Soluciones Integrales en RRHH","Ayer, 09:31 am (actualizada)"
"Cajero part time - fin de semana en R.Metropolitana - Pattern Soluciones Integrales en RRHH","Santiago - Las condes","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-cajero-part-time-fin-de-semana-en-santiago-las-condes-2412597515A96EED","Pattern Soluciones Integrales en RRHH","Ayer, 09:32 am (actualizada)"
"Auxiliar de Servicio para Restaurant en R.Metropolitana - Pattern Soluciones Integrales en RRHH","Santiago - Las condes","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-servicio-para-restaurant-en-santiago-las-condes-CDFC96C40E0F501D","Pattern Soluciones Integrales en RRHH","Ayer, 09:32 am (actualizada)"
"Cocina full - Costanera Center en R.Metropolitana - Pattern Soluciones Integrales en RRHH","Santiago - Providencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-cocina-full-costanera-center-en-santiago-providencia-1730EE918CE4395B","Pattern Soluciones Integrales en RRHH","Ayer, 09:31 am (actualizada)"
"Gestor Comercial en R.Metropolitana - Grupo Intellego","Santiago - Providencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-gestor-comercial-en-santiago-providencia-8B30F917E95D6A21","Grupo Intellego","9 julio"
"AUXILIAR LAS CONDES en R.Metropolitana - Bruno Fritsch","Santiago - Las condes","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-las-condes-en-santiago-las-condes-B9ABA5E6C2F94EBC","Bruno Fritsch","8 julio"
"EJECUTIVOS VENTAS IMPORTACIONES Freigth Forwarder  - CON CARTERA CLIENTES ACTIVA MERCADO USA en R.Metropolitana - Sebastian Bravo Consultores","Santiago - Huechuraba","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivos-ventas-importaciones-freigth-forwarder--con-cartera-clientes-activa-mercado-usa-en-santiago-huechuraba-6181C867215CEEB4","Sebastian Bravo Consultores","6 julio"
"GERENTE DE PRODUCCION - CON EXPERIENCIA en R.Metropolitana - Industria Textil Talinay S.A.","Santiago - conchalí","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-gerente-de-produccion-con-experiencia-en-santiago-conchali-90B0863F47C83D74","Industria Textil Talinay S.A.","8 julio"
"Asistentes de Local Santiago - Gastronomia & Negocios, Fast Food en R.Metropolitana - Fritz Santiago Centro","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-asistentes-de-local-santiago-gastronomianegocios-fast-food-en-santiago-centro-3A13432EF632D6D9","Fritz Santiago Centro","14 julio"
"Ejecutiva Comercial Outsourcing/EST en R.Metropolitana - Selectiva S.A.","Santiago - Providencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutiva-comercial-outsourcingest-en-santiago-providencia-86CD90CD5A0BD5DC","Selectiva S.A.","Ayer, 09:33 am (actualizada)"
"Diseñador Grafico - Cursos eLearning en R.Metropolitana - Selectiva S.A.","Santiago - Las condes","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-disenador-grafico-cursos-elearning-en-santiago-las-condes-380FB3C95D4D93ED","Selectiva S.A.","Ayer, 09:33 am (actualizada)"
"Asistente Administrativo Comercial en R.Metropolitana - Quieropega","Santiago - Cerrillos","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-administrativo-comercial-en-santiago-cerrillos-579EC727FBCC9C26","Quieropega","2 julio"
"Servicio al cliente área logística - Quilicura $350.000.- en R.Metropolitana - Serprotemp Consultores S.A.","Santiago - Quilicura","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-servicio-al-cliente-area-logistica-quilicura-350000-en-santiago-quilicura-2EA6EAE1CBB4BBE8","Serprotemp Consultores S.A.","2 julio"
"Promotoras (Sábado y Domingo) en R.Metropolitana - Marketing y promociones ltda.","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-promotoras-sabado-y-domingo-en-santiago-centro-E0B74739C2874ABD","Marketing y promociones ltda.","2 julio"
"Ejecutiva Comercial área TI en R.Metropolitana - Selectiva S.A.","Santiago - Providencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutiva-comercial-area-ti-en-santiago-providencia-DAF98B9BB58C8705","Selectiva S.A.","Ayer, 09:33 am (actualizada)"
"Asesor en sala de ventas automotriz en Antofagasta - Selectiva S.A.","Antofagasta","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-en-sala-de-ventas-automotriz-en-antofagasta-A2AA8FBF80E96926","Selectiva S.A.","Ayer, 09:33 am (actualizada)"
"Asistente Comercial TI en R.Metropolitana - Selectiva S.A.","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-comercial-ti-en-santiago-centro-65DE54C5DEDE16CB","Selectiva S.A.","Ayer, 09:33 am (actualizada)"
"Técnico Mecánico Asesor Tecnico - Atención Cliente en Antofagasta - Selectiva S.A.","Antofagasta","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-mecanico-asesor-tecnico-atencion-cliente-en-antofagasta-476D4737B56B8743","Selectiva S.A.","Ayer, 09:34 am (actualizada)"
"Asesor Clientes Area Automotriz en Antofagasta - Selectiva S.A.","Antofagasta","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-clientes-area-automotriz-en-antofagasta-A32213014181B128","Selectiva S.A.","Ayer, 09:33 am (actualizada)"
"Técnico en Farmacia - Concepción en Bíobío - Cruz Verde","Concepción","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-en-farmacia-concepcion-en-concepcion-1D44AFFE685225C0","Cruz Verde","Ayer, 10:04 am (actualizada)"
"Asesor de Servicio - Técnico Mecánico  en Antofagasta - Selectiva S.A.","Antofagasta","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-servicio-tecnico-mecanico--en-antofagasta-230A6BF939033B71","Selectiva S.A.","Ayer, 09:34 am (actualizada)"
"Empresa de Combustibles Requiere Ejecutivo Front Office  - Huechuraba en R.Metropolitana - Selectiva S.A.","Santiago - Providencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-empresa-de-combustibles-requiere-ejecutivo-front-office--huechuraba-en-santiago-providencia-FAC41B4659EB4354","Selectiva S.A.","Ayer, 09:34 am (actualizada)"
"Asistente de Aplicaciones y Procesos Control de Calidad en R.Metropolitana - Selectiva S.A.","Santiago - Huechuraba","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-aplicaciones-y-procesos-control-de-calidad-en-santiago-huechuraba-45FBBB68F2DD7F26","Selectiva S.A.","Ayer, 09:34 am (actualizada)"
"Asistente Administrativa Gestión de Cobranzas - Huechuraba en R.Metropolitana - Selectiva S.A.","Santiago - Providencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-administrativa-gestion-de-cobranzas-huechuraba-en-santiago-providencia-A659F21D54B83824","Selectiva S.A.","Ayer, 09:35 am (actualizada)"
"Técnico en Alimentos - de Exportaciones (Huechuraba) en R.Metropolitana - Selectiva S.A.","Santiago - Huechuraba","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-en-alimentos-de-exportaciones-huechuraba-en-santiago-huechuraba-1D9E3219C82D6DAC","Selectiva S.A.","Ayer, 09:35 am (actualizada)"
"Auxiliar de Aseo Día - Turno  1 O Turno 2 en R.Metropolitana - Pattern Soluciones Integrales en RRHH","Santiago - Providencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-aseo-dia-turno-1-o-turno-2-en-santiago-providencia-35AB17232BAA0BDA","Pattern Soluciones Integrales en RRHH","Ayer, 09:36 am (actualizada)"
"Recetario Magistral Santiago - Asistente en R.Metropolitana - Cruz Verde","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-recetario-magistral-santiago-asistente-en-santiago-centro-341CD2CE6C1D8919","Cruz Verde","Ayer, 10:04 am (actualizada)"
"Guardia Para Pudahuel en R.Metropolitana - Cruz Verde","Santiago - Pudahuel","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-guardia-para-pudahuel-en-santiago-pudahuel-F9E2C01994E3EF7D","Cruz Verde","Ayer, 10:04 am (actualizada)"
"Bodegueros - Osorno en Los Lagos - Cruz Verde","Osorno","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-bodegueros-osorno-en-osorno-EC6EC65ABB03FA53","Cruz Verde","Ayer, 10:04 am (actualizada)"
"Cobrador Telefónico - Valparaíso en Valparaíso - Cruz Verde","Valparaíso","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-cobrador-telefonico-valparaiso-en-valparaiso-4640A086A3C7DCC2","Cruz Verde","Ayer, 10:04 am (actualizada)"
"Administrativo de local Antofagasta en Antofagasta - Cruz Verde","Antofagasta","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-administrativo-de-local-antofagasta-en-antofagasta-27D577C0D43AA435","Cruz Verde","Ayer, 10:05 am (actualizada)"
"Vendedor/a Tocopilla  en Antofagasta - Cruz Verde","Tocopilla","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-vendedora-tocopilla--en-tocopilla-613BCF4028D166CC","Cruz Verde","Ayer, 10:05 am (actualizada)"
"Promotores Línea Blanca Retail  San Bernardo  - Urgente promotores comisiones Retail San Bernardo full time. en R.Metropolitana - Segead EST","San Bernardo","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-promotores-linea-blanca-retail-san-bernardo--urgente-promotores-comisiones-retail-san-bernardo-full-time-en-san-bernardo-DE25F821327D788E","Segead EST","Ayer, 10:06 am (actualizada)"
"Promotor/a de ventas Puente Alto - Promotores vendedores full time Línea Blanca en multitiendas. en R.Metropolitana - Segead EST","Puente Alto","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-promotora-de-ventas-puente-alto-promotores-vendedores-full-time-linea-blanca-en-multitiendas-en-puente-alto-AE77EF283BA6435F","Segead EST","Ayer, 10:06 am (actualizada)"
"Promotores Retail Maipu Electrodomésticos - Promotores Full Time Línea Blanca Maipú en R.Metropolitana - Segead EST","Santiago - Maipú","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de--promotores-retail-maipu-electrodomesticos-promotores-full-time-linea-blanca-maipu-en-santiago-maipu-38C8F7FC177EE1CE","Segead EST","Ayer, 10:06 am (actualizada)"
"Promotores Part Time Maipú urgente - Promotores  part time Línea Blanca Coreana en multitiendas Maipu. en R.Metropolitana - Segead EST","Santiago - Maipú","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-promotores-part-time-maipu-urgente-promotores-part-time-linea-blanca-coreana-en-multitiendas-maipu-en-santiago-maipu-4BF9D00550C51CB1","Segead EST","Ayer, 10:06 am (actualizada)"
"Operario de Produccion en R.Metropolitana - SHM Consultores.","Santiago - Maipú","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-operario-de-produccion-en-santiago-maipu-49729C8232343F1D","SHM Consultores.","Ayer, 10:06 am (actualizada)"
"Ejecutivo Comercial en RRHH en R.Metropolitana - SHM Consultores.","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-comercial-en-rrhh-en-santiago-centro-F9D61E061E1D0709","SHM Consultores.","Ayer, 10:07 am (actualizada)"
"Instalador de Gráfica/Para ciudad de COPIAPO - 360.000 liquidos en Atacama - Puente Sur GTR","Copiapó","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-instalador-de-graficapara-ciudad-de-copiapo-360000-liquidos-en-copiapo-F49FF2803CA3DAB4","Puente Sur GTR","Ayer, 10:08 am"
"Promotores Linea Blanca Coreana Maipú - Urgente promotores vendedores Retail Maipú full time. en R.Metropolitana - Segead EST","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-promotores-linea-blanca-coreana-maipu-urgente-promotores-vendedores-retail-maipu-full-time-en-santiago-centro-6F07A03B708AA343","Segead EST","Ayer, 10:10 am (actualizada)"
"Promotores PEAK TIME  - Todo santiago en R.Metropolitana - MAM Promociones","Santiago - Ñuñoa","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-promotores-peak-time--todo-santiago-en-santiago-nunoa-F5CAEEB3F921DB4D","MAM Promociones","Ayer, 10:11 am"
"Urgente Promotores Full Time - Promotores  full time Línea Blanca en multitiendas todo Santiago. en R.Metropolitana - Segead EST","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-urgente-promotores-full-time-promotores-full-time-linea-blanca-en-multitiendas-todo-santiago-en-santiago-centro-9F51478ACD4EC522","Segead EST","Ayer, 10:11 am (actualizada)"
"Promotor Linea Blanca Todas las comunas - Promotores  full time Línea Blanca en multitiendas sector oriente. en R.Metropolitana - Segead EST","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-promotor-linea-blanca-todas-las-comunas-promotores-full-time-linea-blanca-en-multitiendas-sector-oriente-en-santiago-centro-588E68BE2D2E361C","Segead EST","Ayer, 10:11 am (actualizada)"
"Paramédico/ Calama/ 20 hrs en Antofagasta - Mutual de Seguridad CCHC","Calama","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-paramedico-calama-20-hrs-en-calama-A7A61585C0DABEDF","Mutual de Seguridad CCHC","27 julio"
"Reponedor Rutero  - Antofagasta en Antofagasta - Progestion Chile","Antofagasta","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-reponedor-rutero--antofagasta-en-antofagasta-F78B603F3D705D50","Progestion Chile","7 julio"
"PERIODISTA  - Encargado de difusión y Comunicación  en Antofagasta - Ceitsaza UCN","Antofagasta","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-periodista--encargado-de-difusion-y-comunicacion--en-antofagasta-978BA7B00550CBAC","Ceitsaza UCN","2 julio"
"Distribuidor/a  en Antofagasta - Promobank","Antofagasta","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-distribuidora--en-antofagasta-7730663B628EF528","Promobank","17 agosto"
"Promotores Norte Grande: Iquique, Antofagasta y Calama  - JUGUETERIA en Antofagasta - Marketing y promociones ltda.","Antofagasta","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-promotores-norte-grande-iquique-antofagasta-y-calama--jugueteria-en-antofagasta-645EC22C6FA5BF7C","Marketing y promociones ltda.","15 julio"
"secretaria - media jornada en Antofagasta - switt servicios","Antofagasta","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-secretaria-media-jornada-en-antofagasta-9D68D6A912D65E01","switt servicios","13 julio"
"VENDEDORES PART TIME SABADOS Y DOMINGOS - CARDINALE en Antofagasta - Cardinale","Antofagasta","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-vendedores-part-time-sabados-y-domingos-cardinale-en-antofagasta-A4963F51221630C1","Cardinale","13 julio"
"Vendedores Antofagasta - Redes Sociales en Antofagasta - Grupo GRD Chile","Antofagasta","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-vendedores-antofagasta-redes-sociales-en-antofagasta-9C6807307754B59B","Grupo GRD Chile","13 julio"
"Tecnólogo en alimentos para importante cadena de Restaurantes de la Región Metropolitana  en R.Metropolitana - Matthews y Cia Ltda.","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-tecnologo-en-alimentos-para-importante-cadena-de-restaurantes-de-la-region-metropolitana--en-santiago-centro-FA4DA3E825173C9D","Matthews y Cia Ltda.","27 julio"
"Cliente Incógnito Caja de Compensación Zona Sur - Futrono (Lago Ranco)- Frutillar  en R.Metropolitana - Mktgic","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-cliente-incognito-caja-de-compensacion-zona-sur-futrono-frutillar-lago-ranco-en-santiago-centro-3DC03D4CEC3BD01E","Mktgic","22 julio"
"TRABAJADORAS SOCIALES - Vacante Trabajo Social en R.Metropolitana - NCORP Organismos Técnicos de Capacitación","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-trabajadoras-sociales-vacante-trabajo-social-en-santiago-centro-9C0FA9AACF0F3F5A","NCORP Organismos Técnicos de Capacitación","9 julio"
"SECRETARIA  - SECRETARIA  en Bíobío - Eme Consultores Limitada","Concepción","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-secretaria--secretaria--en-concepcion-76AD3E55990CB902","Eme Consultores Limitada","20 julio"
"Psicologo Concepcion en Bíobío - Cetep Asociados  Ltda.","Concepción","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-psicologo-concepcion-en-concepcion-334E196C21F395CC","Cetep Asociados  Ltda.","9 julio"
"Terapeuta Ocupacional Concepcion en Bíobío - Cetep Asociados  Ltda.","Concepción","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-terapeuta-ocupacional-concepcion-en-concepcion-49CACD2A73528548","Cetep Asociados  Ltda.","7 julio"
"ASISTENTE COMERCIAL ( II REGIÓN ) en Antofagasta - Banco Estado Microempresas","Mejillones","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-comercial-ii-region--en-mejillones-64F559311EE774CF","Banco Estado Microempresas","9 julio"
"Encargado de Adquisiciones y Logística. en Antofagasta - Act S.A.","Antofagasta","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-encargado-de-adquisiciones-y-logistica-en-antofagasta-99C37F7492A16106","Act S.A.","Ayer, 10:11 am"
"Asistente Escrituración - Calama en Antofagasta - Loga","Calama","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-escrituracion-calama-en-calama-18B64AA0EB143A4E","Loga","21 julio"
"SECRETARIA RECEPCIONISTA - CON EXPERIENCIA en Antofagasta - Transportes Bolívar","Antofagasta","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-secretaria-recepcionista-con-experiencia-en-antofagasta-15235DF21D083252","Transportes Bolívar","13 julio"
